card,city,date,event,fightRound,fighterOne,fighterOneUrl,fighterTwo,fighterTwoUrl,method,notes,result,roundTime,weightclass
,"San Diego, California","August 18, 2012",Strikeforce: Rousey vs. Kaufman,1,Ronda Rousey,/wiki/Ronda_Rousey,Sarah Kaufman,/wiki/Sarah_Kaufman_(fighter),Submission (armbar),,def.,00:54,Women's Bantamweight
,"San Diego, California","August 18, 2012",Strikeforce: Rousey vs. Kaufman,1,Ronaldo Souza,/wiki/Ronaldo_Souza,Derek Brunson,/wiki/Derek_Brunson,KO (punches),,def.,00:41,Middleweight
,"San Diego, California","August 18, 2012",Strikeforce: Rousey vs. Kaufman,3,Tarec Saffiedine,/wiki/Tarec_Saffiedine,Roger Bowling,/wiki/Roger_Bowling_(fighter),"Decision (unanimous) (30-27, 30-27, 30-27)",,def.,05:00,Welterweight
,"San Diego, California","August 18, 2012",Strikeforce: Rousey vs. Kaufman,1,Anthony Smith,/wiki/Anthony_Smith_(fighter),Lumumba Sayers,/wiki/Lumumba_Sayers,Submission (triangle choke),,def.,03:52,Middleweight
,"San Diego, California","August 18, 2012",Strikeforce: Rousey vs. Kaufman,3,Ovince St. Preux,/wiki/Ovince_St._Preux,T. J. Cook,/wiki/T._J._Cook,KO (punch),,def.,00:20,Light Heavyweight
,"San Diego, California","August 18, 2012",Strikeforce: Rousey vs. Kaufman,3,Miesha Tate,/wiki/Miesha_Tate,Julie Kedzie,/wiki/Julie_Kedzie,Submission (armbar),,def.,03:28,Women's Bantamweight
,"San Diego, California","August 18, 2012",Strikeforce: Rousey vs. Kaufman,1,Adlan Amagov,/wiki/Adlan_Amagov,Keith Berry,/wiki/Keith_Berry_(fighter),TKO (kick to the knee & punches),,def.,00:48,Middleweight
,"San Diego, California","August 18, 2012",Strikeforce: Rousey vs. Kaufman,3,Germaine de Randamie,/wiki/Germaine_de_Randamie,Hiroko Yamanaka,/wiki/Hiroko_Yamanaka,"Decision (unanimous) (30-27, 30-27, 30-27)",,def.,05:00,Women's Featherweight
,"San Diego, California","August 18, 2012",Strikeforce: Rousey vs. Kaufman,3,Bobby Green,/wiki/Bobby_Green_(fighter),Matt Ricehouse,/wiki/Matt_Ricehouse,"Decision (unanimous) (30-27, 30-27, 30-27)",,def.,05:00,Lightweight
,"Oklahoma City, Oklahoma","January 12, 2013",Strikeforce: Marquardt vs. Saffiedine,5,Tarec Saffiedine,/wiki/Tarec_Saffiedine,Nate Marquardt,/wiki/Nate_Marquardt,"Decision (unanimous) (48-47, 49-46, 49-46)",,def.,05:00,Welterweight
,"Oklahoma City, Oklahoma","January 12, 2013",Strikeforce: Marquardt vs. Saffiedine,2,Daniel Cormier,/wiki/Daniel_Cormier,Dion Staring,,TKO (punches),,def.,04:02,Heavyweight
,"Oklahoma City, Oklahoma","January 12, 2013",Strikeforce: Marquardt vs. Saffiedine,1,Josh Barnett,/wiki/Josh_Barnett,Nandor Guelmino,,Submission (arm triangle choke),,def.,02:11,Heavyweight
,"Oklahoma City, Oklahoma","January 12, 2013",Strikeforce: Marquardt vs. Saffiedine,1,Gegard Mousasi,/wiki/Gegard_Mousasi,Mike Kyle,/wiki/Mike_Kyle,Submission (rear-naked choke),,def.,04:09,Light Heavyweight
,"Oklahoma City, Oklahoma","January 12, 2013",Strikeforce: Marquardt vs. Saffiedine,1,Ronaldo Souza,/wiki/Ronaldo_Souza,Ed Herman,/wiki/Ed_Herman_(mixed_martial_artist),Submission (kimura),,def.,03:10,Catchweight (194 lbs)
,"Oklahoma City, Oklahoma","January 12, 2013",Strikeforce: Marquardt vs. Saffiedine,3,Ryan Couture,/wiki/Ryan_Couture,K.J. Noons,/wiki/K.J._Noons,"Decision (split) (29-28, 27-30, 29-28)",,def.,05:00,Lightweight
,"Oklahoma City, Oklahoma","January 12, 2013",Strikeforce: Marquardt vs. Saffiedine,3,Tim Kennedy,/wiki/Tim_Kennedy_(fighter),Trevor Smith,/wiki/Trevor_Smith_(fighter),Submission (guillotine choke),,def.,01:36,Middleweight
,"Oklahoma City, Oklahoma","January 12, 2013",Strikeforce: Marquardt vs. Saffiedine,3,Pat Healy,/wiki/Pat_Healy_(fighter),Kurt Holobaugh,,"Decision (unanimous) (29-28, 30-27, 30-27)",,def.,05:00,Lightweight
,"Oklahoma City, Oklahoma","January 12, 2013",Strikeforce: Marquardt vs. Saffiedine,2,Roger Gracie,/wiki/Roger_Gracie,Anthony Smith,/wiki/Anthony_Smith_(fighter),Submission (arm triangle choke),,def.,03:16,Middleweight
,"Oklahoma City, Oklahoma","January 12, 2013",Strikeforce: Marquardt vs. Saffiedine,3,Adriano Martins,/wiki/Adriano_Martins_(fighter),Jorge Gurgel,/wiki/Jorge_Gurgel,"Decision (unanimous) (30-27, 29-28, 29-28)",,def.,05:00,Lightweight
,"Oklahoma City, Oklahoma","January 12, 2013",Strikeforce: Marquardt vs. Saffiedine,2,Estevan Payan,/wiki/Estevan_Payan,Mike Bravo,,TKO (punches),,def.,04:01,Lightweight
