city,date,event,fightClass,fightRound,fighterOne,fighterOneResult,fighterOneUrl,fighterTwo,fighterTwoUrl,method,promotion,time,venue
"Las Vegas, Nevada","May 29, 2010",UFC 114: Rampage vs. Evans,Heavyweight,3,Mike Russow,def.,/wiki/Mike_Russow,Todd Duffee,/wiki/Todd_Duffee,KO (punch),Ultimate Fighting Championship,02:35,MGM Grand Garden Arena
"Las Vegas, Nevada","May 29, 2010",UFC 114: Rampage vs. Evans,Light Heavyweight,3,AntÕânio RogÕ©rio Nogueira,def.,/wiki/Ant%C3%B4nio_Rog%C3%A9rio_Nogueira,Jason Brilz,/wiki/Jason_Brilz,"Decision (split) (28_ÑÐ29, 29_ÑÐ28, 29_ÑÐ28)",Ultimate Fighting Championship,05:00,MGM Grand Garden Arena
"Las Vegas, Nevada","May 29, 2010",UFC 114: Rampage vs. Evans,Welterweight,3,John Hathaway,def.,/wiki/John_Hathaway,Diego Sanchez,/wiki/Diego_Sanchez,"Decision (unanimous) (30_ÑÐ27, 30_ÑÐ27, 30_ÑÐ26)",Ultimate Fighting Championship,05:00,MGM Grand Garden Arena
"Las Vegas, Nevada","May 29, 2010",UFC 114: Rampage vs. Evans,Welterweight,3,Dong Hyun Kim,def.,/wiki/Dong_Hyun_Kim,Amir Sadollah,/wiki/Amir_Sadollah,"Decision (unanimous) (30_ÑÐ27, 30_ÑÐ27, 30_ÑÐ27)",Ultimate Fighting Championship,05:00,MGM Grand Garden Arena
"Las Vegas, Nevada","May 29, 2010",UFC 114: Rampage vs. Evans,Lightweight,3,Efrain Escudero,def.,/wiki/Efrain_Escudero,Dan Lauzon,/wiki/Dan_Lauzon,"Decision (unanimous) (29_ÑÐ27, 29_ÑÐ27, 29_ÑÐ27)",Ultimate Fighting Championship,05:00,MGM Grand Garden Arena
"Las Vegas, Nevada","May 29, 2010",UFC 114: Rampage vs. Evans,Lightweight,1,Melvin Guillard,def.,/wiki/Melvin_Guillard,Waylon Lowe,/wiki/Waylon_Lowe,TKO (knee to the body),Ultimate Fighting Championship,03:28,MGM Grand Garden Arena
"Las Vegas, Nevada","May 29, 2010",UFC 114: Rampage vs. Evans,Light Heavyweight,1,Cyrille DiabatÕ©,def.,/wiki/Cyrille_Diabat%C3%A9,Luiz Cane,/wiki/Luiz_Cane,TKO (punches),Ultimate Fighting Championship,02:13,MGM Grand Garden Arena
"Las Vegas, Nevada","May 29, 2010",UFC 114: Rampage vs. Evans,Lightweight,3,Aaron Riley,def.,/wiki/Aaron_Riley,,,"Decision (unanimous) (30_ÑÐ27, 30_ÑÐ27, 30_ÑÐ27)",Ultimate Fighting Championship,05:00,MGM Grand Garden Arena
"Las Vegas, Nevada","May 29, 2010",UFC 114: Rampage vs. Evans,Middleweight,1,Ryan Jensen,def.,/wiki/Ryan_Jensen_(fighter),Jesse Forbes,/wiki/Jesse_Forbes,Submission (guillotine choke),Ultimate Fighting Championship,01:06,MGM Grand Garden Arena
Vancouver,"June 12, 2010",UFC 115: Liddell vs. Franklin,Light Heavyweight,1,Rich Franklin,def.,/wiki/Rich_Franklin,Chuck Liddell,/wiki/Chuck_Liddell,KO (punch),Ultimate Fighting Championship,04:55,General Motors Place
Vancouver,"June 12, 2010",UFC 115: Liddell vs. Franklin,Heavyweight,3,Mirko Filipovi—š,def.,/wiki/Mirko_Filipovi%C4%87,Pat Barry,/wiki/Pat_Barry_(fighter),Submission (rear-naked choke),Ultimate Fighting Championship,04:30,General Motors Place
Vancouver,"June 12, 2010",UFC 115: Liddell vs. Franklin,Welterweight,3,Martin Kampmann,def.,/wiki/Martin_Kampmann,Paulo Thiago,/wiki/Paulo_Thiago,"Decision (unanimous) (30_ÑÐ27, 30_ÑÐ27, 30_ÑÐ27)",Ultimate Fighting Championship,05:00,General Motors Place
Vancouver,"June 12, 2010",UFC 115: Liddell vs. Franklin,Heavyweight,3,Ben Rothwell,def.,/wiki/Ben_Rothwell,Gilbert Yvel,/wiki/Gilbert_Yvel,"Decision (unanimous) (30_ÑÐ27, 29_ÑÐ28, 29_ÑÐ28)",Ultimate Fighting Championship,05:00,General Motors Place
Vancouver,"June 12, 2010",UFC 115: Liddell vs. Franklin,Welterweight,3,Carlos Condit,def.,/wiki/Carlos_Condit,Rory MacDonald,/wiki/Rory_MacDonald_(fighter),TKO (punches),Ultimate Fighting Championship,04:53,General Motors Place
Vancouver,"June 12, 2010",UFC 115: Liddell vs. Franklin,Lightweight,3,Evan Dunham,def.,/wiki/Evan_Dunham,Tyson Griffin,/wiki/Tyson_Griffin,"Decision (split) (30_ÑÐ27, 28_ÑÐ29, 29_ÑÐ28)",Ultimate Fighting Championship,05:00,General Motors Place
Vancouver,"June 12, 2010",UFC 115: Liddell vs. Franklin,Lightweight,1,Matt Wiman,def.,/wiki/Matt_Wiman,Mac Danzig,/wiki/Mac_Danzig,Technical Submission (guillotine choke),Ultimate Fighting Championship,01:45,General Motors Place
Vancouver,"June 12, 2010",UFC 115: Liddell vs. Franklin,Middleweight,2,Mario Miranda,def.,/wiki/Mario_Miranda_(fighter),David Loiseau,/wiki/David_Loiseau,TKO (punches),Ultimate Fighting Championship,04:07,General Motors Place
Vancouver,"June 12, 2010",UFC 115: Liddell vs. Franklin,Welterweight,3,James Wilks,def.,/wiki/James_Wilks,Peter Sobotta,/wiki/Peter_Sobotta,"Decision (unanimous) (30_ÑÐ27, 30_ÑÐ28, 30_ÑÐ27)",Ultimate Fighting Championship,05:00,General Motors Place
Vancouver,"June 12, 2010",UFC 115: Liddell vs. Franklin,Welterweight,2,Claude Patrick,def.,/wiki/Claude_Patrick,Ricardo Funch,/wiki/Ricardo_Funch,Submission (guillotine choke),Ultimate Fighting Championship,01:48,General Motors Place
Vancouver,"June 12, 2010",UFC 115: Liddell vs. Franklin,Welterweight,3,Mike Pyle,def.,/wiki/Mike_Pyle_(fighter),Jesse Lennox,/wiki/Jesse_Lennox,Submission (triangle choke),Ultimate Fighting Championship,04:44,General Motors Place
"Las Vegas, Nevada","June 19, 2010",The Ultimate Fighter: Team Liddell vs. Team Ortiz Finale,Middleweight,2,Court McGee,def.,/wiki/Court_McGee,Kris McCray,/wiki/Kris_McCray,Submission (rear-naked choke),Ultimate Fighting Championship,03:41,Palms Casino Resort
"Las Vegas, Nevada","June 19, 2010",The Ultimate Fighter: Team Liddell vs. Team Ortiz Finale,Light Heavyweight,3,Matt Hamill,def.,/wiki/Matt_Hamill,Keith Jardine,/wiki/Keith_Jardine,"Decision (majority) (29_ÑÐ27, 29_ÑÐ27, 28_ÑÐ28)",Ultimate Fighting Championship,05:00,Palms Casino Resort
"Las Vegas, Nevada","June 19, 2010",The Ultimate Fighter: Team Liddell vs. Team Ortiz Finale,Middleweight,2,Chris Leben,def.,/wiki/Chris_Leben,Aaron Simpson,/wiki/Aaron_Simpson_(fighter),TKO (punches),Ultimate Fighting Championship,04:17,Palms Casino Resort
"Las Vegas, Nevada","June 19, 2010",The Ultimate Fighter: Team Liddell vs. Team Ortiz Finale,Lightweight,3,Dennis Siver,def.,/wiki/Dennis_Siver,Spencer Fisher,/wiki/Spencer_Fisher,"Decision (unanimous) (30_ÑÐ27, 29_ÑÐ28, 29_ÑÐ28)",Ultimate Fighting Championship,05:00,Palms Casino Resort
"Las Vegas, Nevada","June 19, 2010",The Ultimate Fighter: Team Liddell vs. Team Ortiz Finale,Middleweight,2,Rich Attonito,def.,/wiki/Rich_Attonito,,,TKO (punches),Ultimate Fighting Championship,04:25,Palms Casino Resort
"Las Vegas, Nevada","June 19, 2010",The Ultimate Fighter: Team Liddell vs. Team Ortiz Finale,Lightweight,3,John Gunderson,def.,/wiki/John_Gunderson,Mark Holst,/wiki/Mark_Holst,"Decision (unanimous) (30_ÑÐ27, 30_ÑÐ27, 30_ÑÐ27)",Ultimate Fighting Championship,05:00,Palms Casino Resort
"Las Vegas, Nevada","June 19, 2010",The Ultimate Fighter: Team Liddell vs. Team Ortiz Finale,Middleweight,3,Brad Tavares,def.,/wiki/Brad_Tavares,Seth Baczynski,/wiki/Seth_Baczynski,"Decision (unanimous) (29_ÑÐ28, 29_ÑÐ28, 29_ÑÐ28)",Ultimate Fighting Championship,05:00,Palms Casino Resort
"Las Vegas, Nevada","June 19, 2010",The Ultimate Fighter: Team Liddell vs. Team Ortiz Finale,Middleweight,2,Kyle Noke,def.,/wiki/Kyle_Noke,,,TKO (punches),Ultimate Fighting Championship,03:12,Palms Casino Resort
"Las Vegas, Nevada","June 19, 2010",The Ultimate Fighter: Team Liddell vs. Team Ortiz Finale,Middleweight,3,Chris Camozzi,def.,/wiki/Chris_Camozzi,,,"Decision (unanimous) (29_ÑÐ28, 30_ÑÐ27, 30_ÑÐ27)",Ultimate Fighting Championship,05:00,Palms Casino Resort
"Las Vegas, Nevada","June 19, 2010",The Ultimate Fighter: Team Liddell vs. Team Ortiz Finale,Heavyweight,1,Travis Browne,def.,/wiki/Travis_Browne,James McSweeney,/wiki/James_McSweeney,TKO (punches),Ultimate Fighting Championship,04:32,Palms Casino Resort
"Las Vegas, Nevada","July 3, 2010",UFC 116: Lesnar vs. Carwin,Heavyweight,2,Brock Lesnar,def.,/wiki/Brock_Lesnar,Shane Carwin,/wiki/Shane_Carwin,Submission (arm-triangle choke),Ultimate Fighting Championship,02:19,MGM Grand Garden Arena
"Las Vegas, Nevada","July 3, 2010",UFC 116: Lesnar vs. Carwin,Middleweight,3,Chris Leben,def.,/wiki/Chris_Leben,Yoshihiro Akiyama,/wiki/Yoshihiro_Akiyama,Submission (triangle choke),Ultimate Fighting Championship,04:40,MGM Grand Garden Arena
"Las Vegas, Nevada","July 3, 2010",UFC 116: Lesnar vs. Carwin,Welterweight,2,Chris Lytle,def.,/wiki/Chris_Lytle,Matt Brown,/wiki/Matt_Brown_(fighter),Submission (armbar),Ultimate Fighting Championship,02:02,MGM Grand Garden Arena
"Las Vegas, Nevada","July 3, 2010",UFC 116: Lesnar vs. Carwin,Light Heavyweight,2,Stephan Bonnar,def.,/wiki/Stephan_Bonnar,Krzysztof Soszynski,/wiki/Krzysztof_Soszynski,TKO (knee and punches),Ultimate Fighting Championship,03:08,MGM Grand Garden Arena
"Las Vegas, Nevada","July 3, 2010",UFC 116: Lesnar vs. Carwin,Lightweight,3,George Sotiropoulos,def.,/wiki/George_Sotiropoulos,Kurt Pellegrino,/wiki/Kurt_Pellegrino,"Decision (unanimous) (30_ÑÐ27, 30_ÑÐ27, 29_ÑÐ28)",Ultimate Fighting Championship,05:00,MGM Grand Garden Arena
"Las Vegas, Nevada","July 3, 2010",UFC 116: Lesnar vs. Carwin,Heavyweight,1,Brendan Schaub,def.,/wiki/Brendan_Schaub,Chris Tuchscherer,/wiki/Chris_Tuchscherer,TKO (punches),Ultimate Fighting Championship,01:07,MGM Grand Garden Arena
"Las Vegas, Nevada","July 3, 2010",UFC 116: Lesnar vs. Carwin,Light Heavyweight,2,Ricardo Romero,def.,/wiki/Ricardo_Romero_(fighter),Seth Petruzelli,/wiki/Seth_Petruzelli,Submission (armbar),Ultimate Fighting Championship,03:05,MGM Grand Garden Arena
"Las Vegas, Nevada","July 3, 2010",UFC 116: Lesnar vs. Carwin,Middleweight,3,Kendall Grove,def.,/wiki/Kendall_Grove,Goran Reljic,/wiki/Goran_Reljic,"Decision (split) (28_ÑÐ29, 30_ÑÐ27, 29_ÑÐ28)",Ultimate Fighting Championship,05:00,MGM Grand Garden Arena
"Las Vegas, Nevada","July 3, 2010",UFC 116: Lesnar vs. Carwin,Middleweight,3,Gerald Harris,def.,/wiki/Gerald_Harris_(fighter),David Branch,/wiki/David_Branch_(fighter),KO (slam),Ultimate Fighting Championship,02:35,MGM Grand Garden Arena
"Las Vegas, Nevada","July 3, 2010",UFC 116: Lesnar vs. Carwin,Welterweight,3,Daniel Roberts,def.,/wiki/Daniel_Roberts_(fighter),Forrest Petz,/wiki/Forrest_Petz,"Decision (split) (28_ÑÐ29, 29_ÑÐ28, 29_ÑÐ28)",Ultimate Fighting Championship,05:00,MGM Grand Garden Arena
"Las Vegas, Nevada","July 3, 2010",UFC 116: Lesnar vs. Carwin,Heavyweight,3,Jon Madsen,def.,/wiki/Jon_Madsen,Karlos Vemola,/wiki/Karlos_Vemola,"Decision (unanimous) (30_ÑÐ27, 30_ÑÐ27, 30_ÑÐ27)",Ultimate Fighting Championship,05:00,MGM Grand Garden Arena
San Diego,"August 1, 2010",UFC Live: Jones vs. Matyushenko,Light Heavyweight,1,Jon Jones,def.,/wiki/Jon_Jones_(fighter),Vladimir Matyushenko,/wiki/Vladimir_Matyushenko,TKO (elbows),Ultimate Fighting Championship,01:52,Valley View Casino Center
San Diego,"August 1, 2010",UFC Live: Jones vs. Matyushenko,Middleweight,3,Yushin Okami,def.,/wiki/Yushin_Okami,Mark MuÕ±oz,/wiki/Mark_Mu%C3%B1oz,"Decision (split) (29_ÑÐ28, 28_ÑÐ29, 29_ÑÐ28)",Ultimate Fighting Championship,05:00,Valley View Casino Center
San Diego,"August 1, 2010",UFC Live: Jones vs. Matyushenko,Welterweight,3,Jake Ellenberger,def.,/wiki/Jake_Ellenberger,John Howard,/wiki/John_Howard_(fighter),TKO (doctor stoppage),Ultimate Fighting Championship,02:21,Valley View Casino Center
San Diego,"August 1, 2010",UFC Live: Jones vs. Matyushenko,Lightweight,1,Takanori Gomi,def.,/wiki/Takanori_Gomi,Tyson Griffin,/wiki/Tyson_Griffin,KO (punch),Ultimate Fighting Championship,01:04,Valley View Casino Center
San Diego,"August 1, 2010",UFC Live: Jones vs. Matyushenko,Lightweight,3,Jacob Volkmann,def.,/wiki/Jacob_Volkmann,Paul Kelly,/wiki/Paul_Kelly_(fighter),"Decision (unanimous) (30_ÑÐ27, 30_ÑÐ27, 30_ÑÐ27)",Ultimate Fighting Championship,05:00,Valley View Casino Center
San Diego,"August 1, 2010",UFC Live: Jones vs. Matyushenko,Catchweight (172 lbs),2,Matthew Riddle,def.,/wiki/Matthew_Riddle,DaMarques Johnson,/wiki/DaMarques_Johnson,TKO (punches),Ultimate Fighting Championship,04:29,Valley View Casino Center
San Diego,"August 1, 2010",UFC Live: Jones vs. Matyushenko,Light Heavyweight,1,Igor Pokrajac,def.,/wiki/Igor_Pokrajac,James Irvin,/wiki/James_Irvin_(fighter),Submission (rear-naked choke),Ultimate Fighting Championship,02:29,Valley View Casino Center
San Diego,"August 1, 2010",UFC Live: Jones vs. Matyushenko,Middleweight,3,Brian Stann,def.,/wiki/Brian_Stann,Mike Massenzio,/wiki/Mike_Massenzio,Submission (triangle choke),Ultimate Fighting Championship,03:10,Valley View Casino Center
San Diego,"August 1, 2010",UFC Live: Jones vs. Matyushenko,Lightweight,1,Charles Oliveira,def.,/wiki/Charles_Oliveira,Darren Elkins,/wiki/Darren_Elkins,Submission (armbar),Ultimate Fighting Championship,00:41,Valley View Casino Center
San Diego,"August 1, 2010",UFC Live: Jones vs. Matyushenko,Middleweight,3,Rob Kimmons,def.,/wiki/Rob_Kimmons,Steve Steinbeiss,/wiki/Steve_Steinbeiss,"Decision (unanimous) (29_ÑÐ28, 29_ÑÐ28, 29_ÑÐ28)",Ultimate Fighting Championship,05:00,Valley View Casino Center
Oakland,"August 7, 2010",UFC 117: Silva vs. Sonnen,Middleweight,5,Anderson Silva,def,/wiki/Anderson_Silva,Chael Sonnen,/wiki/Chael_Sonnen,Submission (triangle armbar),Ultimate Fighting Championship,03:10,Oracle Arena
Oakland,"August 7, 2010",UFC 117: Silva vs. Sonnen,Catchweight (171.5ë_lbs),3,Jon Fitch,def,/wiki/Jon_Fitch,Thiago Alves,/wiki/Thiago_Alves_(fighter),"Decision (unanimous) (30_ÑÐ27, 30_ÑÐ27, 30_ÑÐ27)",Ultimate Fighting Championship,05:00,Oracle Arena
Oakland,"August 7, 2010",UFC 117: Silva vs. Sonnen,Lightweight,3,Clay Guida,def,/wiki/Clay_Guida,Rafael dos Anjos,/wiki/Rafael_dos_Anjos,Submission (jaw injury),Ultimate Fighting Championship,01:51,Oracle Arena
Oakland,"August 7, 2010",UFC 117: Silva vs. Sonnen,Welterweight,1,Matt Hughes,def,/wiki/Matt_Hughes_(fighter),Ricardo Almeida,/wiki/Ricardo_Almeida,Submission (Dave Schultz front headlock),Ultimate Fighting Championship,03:15,Oracle Arena
Oakland,"August 7, 2010",UFC 117: Silva vs. Sonnen,Heavyweight,3,Junior dos Santos,def,/wiki/Junior_dos_Santos,Roy Nelson,/wiki/Roy_Nelson_(fighter),"Decision (unanimous) (30_ÑÐ26, 30_ÑÐ27, 30_ÑÐ27)",Ultimate Fighting Championship,05:00,Oracle Arena
Oakland,"August 7, 2010",UFC 117: Silva vs. Sonnen,Welterweight,2,Rick Story,def,/wiki/Rick_Story,Dustin Hazelett,/wiki/Dustin_Hazelett,TKO (punches),Ultimate Fighting Championship,01:15,Oracle Arena
Oakland,"August 7, 2010",UFC 117: Silva vs. Sonnen,Light Heavyweight,3,Phil Davis,def,/wiki/Phil_Davis_(fighter),Rodney Wallace,/wiki/Rodney_Wallace_(fighter),"Decision (unanimous) (30_ÑÐ26, 30_ÑÐ27, 30_ÑÐ27)",Ultimate Fighting Championship,05:00,Oracle Arena
Oakland,"August 7, 2010",UFC 117: Silva vs. Sonnen,Welterweight,2,Johny Hendricks,def,/wiki/Johny_Hendricks,Charlie Brenneman,/wiki/Charlie_Brenneman,TKO (punches),Ultimate Fighting Championship,00:40,Oracle Arena
Oakland,"August 7, 2010",UFC 117: Silva vs. Sonnen,Light Heavyweight,3,Tim Boetsch,def,/wiki/Tim_Boetsch,,,"Decision (unanimous) (29_ÑÐ28, 29_ÑÐ28, 29_ÑÐ28)",Ultimate Fighting Championship,05:00,Oracle Arena
Oakland,"August 7, 2010",UFC 117: Silva vs. Sonnen,Heavyweight,2,Stefan Struve,def,/wiki/Stefan_Struve,Christian Morecraft,/wiki/Christian_Morecraft,KO (punches),Ultimate Fighting Championship,00:22,Oracle Arena
Oakland,"August 7, 2010",UFC 117: Silva vs. Sonnen,Welterweight,3,Dennis Hallman,def,/wiki/Dennis_Hallman,Ben Saunders,/wiki/Ben_Saunders_(fighter),"Decision (unanimous) (29_ÑÐ28, 30_ÑÐ27, 29_ÑÐ28)",Ultimate Fighting Championship,05:00,Oracle Arena
Boston,"August 28, 2010",UFC 118: Edgar vs. Penn 2,Lightweight,5,Frankie Edgar,def,/wiki/Frankie_Edgar,B.J. Penn,/wiki/B.J._Penn,"Decision (unanimous) (50_ÑÐ45, 50_ÑÐ45, 50_ÑÐ45)",Ultimate Fighting Championship,05:00,TD Garden
Boston,"August 28, 2010",UFC 118: Edgar vs. Penn 2,Heavyweight,1,Randy Couture,def,/wiki/Randy_Couture,James Toney,/wiki/James_Toney,Submission (arm-triangle choke),Ultimate Fighting Championship,03:19,TD Garden
Boston,"August 28, 2010",UFC 118: Edgar vs. Penn 2,Middleweight,3,Demian Maia,def,/wiki/Demian_Maia,Mario Miranda,/wiki/Mario_Miranda_(fighter),"Decision (unanimous) (30_ÑÐ27, 30_ÑÐ27, 30_ÑÐ27)",Ultimate Fighting Championship,05:00,TD Garden
Boston,"August 28, 2010",UFC 118: Edgar vs. Penn 2,Lightweight,3,Gray Maynard,def,/wiki/Gray_Maynard,Kenny Florian,/wiki/Kenny_Florian,"Decision (unanimous) (30_ÑÐ27, 29_ÑÐ28, 30_ÑÐ27)",Ultimate Fighting Championship,05:00,TD Garden
Boston,"August 28, 2010",UFC 118: Edgar vs. Penn 2,Welterweight,3,Nate Diaz,def,/wiki/Nate_Diaz,Marcus Davis,/wiki/Marcus_Davis,Technical Submission (guillotine choke),Ultimate Fighting Championship,04:02,TD Garden
Boston,"August 28, 2010",UFC 118: Edgar vs. Penn 2,Lightweight,1,Joe Lauzon,def,/wiki/Joe_Lauzon,Gabe Ruediger,/wiki/Gabe_Ruediger,Submission (armbar),Ultimate Fighting Championship,02:01,TD Garden
Boston,"August 28, 2010",UFC 118: Edgar vs. Penn 2,Lightweight,3,Nik Lentz,def,/wiki/Nik_Lentz,Andre Winner,/wiki/Andre_Winner,"Decision (unanimous) (30_ÑÐ27, 29_ÑÐ28, 30_ÑÐ27)",Ultimate Fighting Championship,05:00,TD Garden
Boston,"August 28, 2010",UFC 118: Edgar vs. Penn 2,Middleweight,2,Dan Miller,def,/wiki/Dan_Miller_(fighter),John Salter,/wiki/John_Salter,Submission (ninja choke),Ultimate Fighting Championship,01:53,TD Garden
Boston,"August 28, 2010",UFC 118: Edgar vs. Penn 2,Welterweight,3,Greg Soto,def,/wiki/Greg_Soto,Nick Osipczak,/wiki/Nick_Osipczak,"Decision (unanimous) (29_ÑÐ28, 29_ÑÐ28, 29_ÑÐ28)",Ultimate Fighting Championship,05:00,TD Garden
Boston,"August 28, 2010",UFC 118: Edgar vs. Penn 2,Welterweight,3,Mike Pierce,def,/wiki/Mike_Pierce,,,Submission (straight armbar),Ultimate Fighting Championship,03:11,TD Garden
Austin,"September 15, 2010",UFC Fight Night: Marquardt vs. Palhares,Middleweight,1,Nate Marquardt,def.,/wiki/Nate_Marquardt,Rousimar Palhares,/wiki/Rousimar_Palhares,TKO (punches),Ultimate Fighting Championship,03:28,Frank Erwin Center
Austin,"September 15, 2010",UFC Fight Night: Marquardt vs. Palhares,Catchweight (159 lbs),3,Charles Oliveira,def.,/wiki/Charles_Oliveira,Efrain Escudero,/wiki/Efrain_Escudero,Submission (standing rear-naked choke),Ultimate Fighting Championship,02:25,Frank Erwin Center
Austin,"September 15, 2010",UFC Fight Night: Marquardt vs. Palhares,Lightweight,3,Jim Miller,def.,/wiki/Jim_Miller_(fighter),Gleison Tibau,/wiki/Gleison_Tibau,"Decision (unanimous) (30_ÑÐ27, 29_ÑÐ28, 29_ÑÐ28)",Ultimate Fighting Championship,05:00,Frank Erwin Center
Austin,"September 15, 2010",UFC Fight Night: Marquardt vs. Palhares,Lightweight,2,Cole Miller,def.,/wiki/Cole_Miller,Ross Pearson,/wiki/Ross_Pearson,Submission (rear-naked choke),Ultimate Fighting Championship,01:49,Frank Erwin Center
Austin,"September 15, 2010",UFC Fight Night: Marquardt vs. Palhares,Lightweight,3,Yves Edwards,def.,/wiki/Yves_Edwards,John Gunderson,/wiki/John_Gunderson,"Decision (unanimous) (30_ÑÐ27, 30_ÑÐ27, 30_ÑÐ27)",Ultimate Fighting Championship,05:00,Frank Erwin Center
Austin,"September 15, 2010",UFC Fight Night: Marquardt vs. Palhares,Light Heavyweight,3,Kyle Kingsbury,def.,/wiki/Kyle_Kingsbury,Jared Hamman,/wiki/Jared_Hamman,"Decision (unanimous) (29_ÑÐ28, 29_ÑÐ28, 29_ÑÐ28)",Ultimate Fighting Championship,05:00,Frank Erwin Center
Austin,"September 15, 2010",UFC Fight Night: Marquardt vs. Palhares,Middleweight,3,David Branch,def.,/wiki/David_Branch_(fighter),Tomasz Drwal,/wiki/Tomasz_Drwal,"Decision (unanimous) (30_ÑÐ27, 30_ÑÐ27, 30_ÑÐ27)",Ultimate Fighting Championship,05:00,Frank Erwin Center
Austin,"September 15, 2010",UFC Fight Night: Marquardt vs. Palhares,Middleweight,3,Rich Attonito,def.,/wiki/Rich_Attonito,Rafael Natal,/wiki/Rafael_Natal,"Decision (unanimous) (30_ÑÐ27, 29_ÑÐ28, 29_ÑÐ28)",Ultimate Fighting Championship,05:00,Frank Erwin Center
Austin,"September 15, 2010",UFC Fight Night: Marquardt vs. Palhares,Welterweight,3,TJ Waldburger,def.,/wiki/TJ_Waldburger,David Mitchell,/wiki/David_Mitchell_(fighter),"Decision (unanimous) (30_ÑÐ27, 30_ÑÐ27, 30_ÑÐ27)",Ultimate Fighting Championship,05:00,Frank Erwin Center
Austin,"September 15, 2010",UFC Fight Night: Marquardt vs. Palhares,Welterweight,1,Brian Foster,def.,/wiki/Brian_Foster_(fighter),Forrest Petz,/wiki/Forrest_Petz,TKO (punches),Ultimate Fighting Championship,01:07,Frank Erwin Center
Indianapolis,"September 25, 2010",UFC 119: Mir vs. Cro Cop,Heavyweight,3,Frank Mir,def,/wiki/Frank_Mir,Mirko Filipovic,/wiki/Mirko_Filipovic,KO (knee),Ultimate Fighting Championship,04:02,Conseco Fieldhouse
Indianapolis,"September 25, 2010",UFC 119: Mir vs. Cro Cop,Light Heavyweight,3,Ryan Bader,def,/wiki/Ryan_Bader,AntÕânio RogÕ©rio Nogueira,/wiki/Ant%C3%B4nio_Rog%C3%A9rio_Nogueira,"Decision (unanimous) (30_ÑÐ27, 30_ÑÐ27, 30_ÑÐ27)",Ultimate Fighting Championship,05:00,Conseco Fieldhouse
Indianapolis,"September 25, 2010",UFC 119: Mir vs. Cro Cop,Welterweight,3,Chris Lytle,def,/wiki/Chris_Lytle,Matt Serra,/wiki/Matt_Serra,"Decision (unanimous) (30_ÑÐ27, 30_ÑÐ27, 30_ÑÐ27)",Ultimate Fighting Championship,05:00,Conseco Fieldhouse
Indianapolis,"September 25, 2010",UFC 119: Mir vs. Cro Cop,Lightweight,3,Sean Sherk,def,/wiki/Sean_Sherk,Evan Dunham,/wiki/Evan_Dunham,"Decision (split) (29_ÑÐ28, 28_ÑÐ29, 29_ÑÐ28)",Ultimate Fighting Championship,05:00,Conseco Fieldhouse
Indianapolis,"September 25, 2010",UFC 119: Mir vs. Cro Cop,Lightweight,3,Melvin Guillard,def,/wiki/Melvin_Guillard,Jeremy Stephens,/wiki/Jeremy_Stephens,"Decision (split) (29_ÑÐ28, 28_ÑÐ29, 30_ÑÐ27)",Ultimate Fighting Championship,05:00,Conseco Fieldhouse
Indianapolis,"September 25, 2010",UFC 119: Mir vs. Cro Cop,Middleweight,1,C.B. Dollaway,def,/wiki/C.B._Dollaway,Joe Doerksen,/wiki/Joe_Doerksen,Submission (guillotine choke),Ultimate Fighting Championship,02:47,Conseco Fieldhouse
Indianapolis,"September 25, 2010",UFC 119: Mir vs. Cro Cop,Heavyweight,3,Matt Mitrione,def,/wiki/Matt_Mitrione,Joey Beltran,/wiki/Joey_Beltran,"Decision (unanimous) (29_ÑÐ28, 29_ÑÐ28, 29_ÑÐ28)",Ultimate Fighting Championship,05:00,Conseco Fieldhouse
Indianapolis,"September 25, 2010",UFC 119: Mir vs. Cro Cop,Lightweight,1,Thiago Tavares,def,/wiki/Thiago_Tavares,,,Submission (guillotine choke),Ultimate Fighting Championship,03:47,Conseco Fieldhouse
Indianapolis,"September 25, 2010",UFC 119: Mir vs. Cro Cop,Lightweight,3,Waylon Lowe,def,/wiki/Waylon_Lowe,,,"Decision (split) (29_ÑÐ28, 28_ÑÐ29, 29_ÑÐ28)",Ultimate Fighting Championship,05:00,Conseco Fieldhouse
Indianapolis,"September 25, 2010",UFC 119: Mir vs. Cro Cop,Welterweight,3,TJ Grant,def,/wiki/TJ_Grant,,,"Decision (unanimous) (30_ÑÐ27, 30_ÑÐ27, 30_ÑÐ27)",Ultimate Fighting Championship,05:00,Conseco Fieldhouse
Indianapolis,"September 25, 2010",UFC 119: Mir vs. Cro Cop,Heavyweight,1,Sean McCorkle,def,/wiki/Sean_McCorkle,Mark Hunt,/wiki/Mark_Hunt,Submission (straight armbar),Ultimate Fighting Championship,01:03,Conseco Fieldhouse
 Arena,"October 16, 2010",UFC 120: Bisping vs. Akiyama,Middleweight,3,Michael Bisping,def.,/wiki/Michael_Bisping,Yoshihiro Akiyama,/wiki/Yoshihiro_Akiyama,"Decision (unanimous) (30_ÑÐ27, 30_ÑÐ27, 30_ÑÐ27)",Ultimate Fighting Championship,05:00,O
 Arena,"October 16, 2010",UFC 120: Bisping vs. Akiyama,Welterweight,1,Carlos Condit,def.,/wiki/Carlos_Condit,Dan Hardy,/wiki/Dan_Hardy,KO (punch),Ultimate Fighting Championship,04:27,O
