city,date,event,fightClass,fightRound,fighterOne,fighterOneResult,fighterOneUrl,fighterTwo,fighterTwoUrl,method,promotion,time,venue
Curitiba,"May 14, 2016",UFC 198: Werdum vs. Miocic,Heavyweight,1,Stipe Miocic,def.,/wiki/Stipe_Miocic,FabrÌ_cio Werdum,/wiki/Fabr%C3%ADcio_Werdum,KO (punch),Ultimate Fighting Championship,02:47,Arena da Baixada
Curitiba,"May 14, 2016",UFC 198: Werdum vs. Miocic,Middleweight,1,Ronaldo Souza,def.,/wiki/Ronaldo_Souza,Vitor Belfort,/wiki/Vitor_Belfort,TKO (punches),Ultimate Fighting Championship,04:38,Arena da Baixada
Curitiba,"May 14, 2016",UFC 198: Werdum vs. Miocic,Catchweight (140 lbs),1,Cristiane Justino,def.,/wiki/Cristiane_Justino,Leslie Smith,/wiki/Leslie_Smith_(fighter),TKO (punches),Ultimate Fighting Championship,01:21,Arena da Baixada
Curitiba,"May 14, 2016",UFC 198: Werdum vs. Miocic,Light Heavyweight,3,MaurÌ_cio Rua,def.,/wiki/Maur%C3%ADcio_Rua,Corey Anderson,/wiki/Corey_Anderson_(fighter),"Decision (split) (28-29, 29-28, 29-28)",Ultimate Fighting Championship,05:00,Arena da Baixada
Curitiba,"May 14, 2016",UFC 198: Werdum vs. Miocic,Welterweight,3,Bryan Barberena,def.,/wiki/Bryan_Barberena,Warlley Alves,/wiki/Warlley_Alves,"Decision (unanimous) (29-28, 29-28, 29-28)",Ultimate Fighting Championship,05:00,Arena da Baixada
Curitiba,"May 14, 2016",UFC 198: Werdum vs. Miocic,Welterweight,3,Demian Maia,def.,/wiki/Demian_Maia,Matt Brown,/wiki/Matt_Brown_(fighter),Submission (rear-naked choke),Ultimate Fighting Championship,04:31,Arena da Baixada
Curitiba,"May 14, 2016",UFC 198: Werdum vs. Miocic,Middleweight,1,Thiago Santos,def.,/wiki/Thiago_Santos_(middleweight_fighter),Nate Marquardt,/wiki/Nate_Marquardt,KO (punches),Ultimate Fighting Championship,03:39,Arena da Baixada
Curitiba,"May 14, 2016",UFC 198: Werdum vs. Miocic,Lightweight,3,Francisco Trinaldo,def.,/wiki/Francisco_Trinaldo,Yancy Medeiros,/wiki/Yancy_Medeiros,"Decision (unanimous) (29-26, 30-27, 30-26)",Ultimate Fighting Championship,05:00,Arena da Baixada
Curitiba,"May 14, 2016",UFC 198: Werdum vs. Miocic,Bantamweight,3,John Lineker,def.,/wiki/John_Lineker,Rob Font,/wiki/Rob_Font,"Decision (unanimous) (30-27, 29-28, 30-26)",Ultimate Fighting Championship,05:00,Arena da Baixada
Curitiba,"May 14, 2016",UFC 198: Werdum vs. Miocic,Light Heavyweight,1,AntÌ«nio RogÌ©rio Nogueira,def.,/wiki/Ant%C3%B4nio_Rog%C3%A9rio_Nogueira,Patrick Cummins,/wiki/Patrick_Cummins_(fighter),TKO (punches),Ultimate Fighting Championship,04:52,Arena da Baixada
Curitiba,"May 14, 2016",UFC 198: Werdum vs. Miocic,Welterweight,3,SÌ©rgio Moraes,vs.,/wiki/S%C3%A9rgio_Moraes,,,"Draw (split) (29-28, 28-29, 28-28)",Ultimate Fighting Championship,05:00,Arena da Baixada
Curitiba,"May 14, 2016",UFC 198: Werdum vs. Miocic,Featherweight,3,Renato Moicano,def.,/wiki/Renato_Moicano,Zubaira Tukhugov,/wiki/Zubaira_Tukhugov,"Decision (split) (28-29, 29-28, 29-28)",Ultimate Fighting Championship,05:00,Arena da Baixada
Las Vegas,"May 29, 2016",UFC Fight Night: Almeida vs. Garbrandt,Bantamweight,1,Cody Garbrandt,def.,/wiki/Cody_Garbrandt,Thomas Almeida,/wiki/Thomas_Almeida,KO (punches),Ultimate Fighting Championship,02:53,Mandalay Bay Events Center
Las Vegas,"May 29, 2016",UFC Fight Night: Almeida vs. Garbrandt,Featherweight,3,Jeremy Stephens,def.,/wiki/Jeremy_Stephens,Renan BarÌ£o,/wiki/Renan_Bar%C3%A3o,"Decision (unanimous) (29-28, 29-28, 29-28)",Ultimate Fighting Championship,05:00,Mandalay Bay Events Center
Las Vegas,"May 29, 2016",UFC Fight Night: Almeida vs. Garbrandt,Welterweight,3,Rick Story,def.,/wiki/Rick_Story,Tarec Saffiedine,/wiki/Tarec_Saffiedine,"Decision (unanimous) (30-27, 29-28, 29-28)",Ultimate Fighting Championship,05:00,Mandalay Bay Events Center
Las Vegas,"May 29, 2016",UFC Fight Night: Almeida vs. Garbrandt,Middleweight,3,Chris Camozzi,def.,/wiki/Chris_Camozzi,Vitor Miranda,/wiki/Vitor_Miranda,"Decision (unanimous) (30-27, 30-27, 30-27)",Ultimate Fighting Championship,05:00,Mandalay Bay Events Center
Las Vegas,"May 29, 2016",UFC Fight Night: Almeida vs. Garbrandt,Welterweight,3,Lorenz Larkin,def.,/wiki/Lorenz_Larkin,Jorge Masvidal,/wiki/Jorge_Masvidal,"Decision (split) (29-28, 28-29, 29-28)",Ultimate Fighting Championship,05:00,Mandalay Bay Events Center
Las Vegas,"May 29, 2016",UFC Fight Night: Almeida vs. Garbrandt,Lightweight,3,Paul Felder,def.,/wiki/Paul_Felder,Joshua Burkman,/wiki/Joshua_Burkman,"Decision (unanimous) (29-28, 29-28, 29-28)",Ultimate Fighting Championship,05:00,Mandalay Bay Events Center
Las Vegas,"May 29, 2016",UFC Fight Night: Almeida vs. Garbrandt,Women's Bantamweight,3,Sara McMann,def.,/wiki/Sara_McMann,Jessica Eye,/wiki/Jessica_Eye,"Decision (unanimous) (30-27, 30-27, 30-27)",Ultimate Fighting Championship,05:00,Mandalay Bay Events Center
Las Vegas,"May 29, 2016",UFC Fight Night: Almeida vs. Garbrandt,Lightweight,3,Abel Trujillo,def.,/wiki/Abel_Trujillo,,,"Decision (unanimous) (29-28, 29-28, 29-28)",Ultimate Fighting Championship,05:00,Mandalay Bay Events Center
Las Vegas,"May 29, 2016",UFC Fight Night: Almeida vs. Garbrandt,Middleweight,2,Jake Collier,def.,/wiki/Jake_Collier,,,TKO (knee and spinning back kick to the body),Ultimate Fighting Championship,01:06,Mandalay Bay Events Center
Las Vegas,"May 29, 2016",UFC Fight Night: Almeida vs. Garbrandt,Lightweight,2,Erik Koch,def.,/wiki/Erik_Koch,Shane Campbell,/wiki/Shane_Campbell,Submission (rear-naked choke),Ultimate Fighting Championship,03:02,Mandalay Bay Events Center
Las Vegas,"May 29, 2016",UFC Fight Night: Almeida vs. Garbrandt,Bantamweight,3,Bryan Caraway,def.,/wiki/Bryan_Caraway,Aljamain Sterling,/wiki/Aljamain_Sterling,"Decision (split) (29-28, 28-29, 29-28)",Ultimate Fighting Championship,05:00,Mandalay Bay Events Center
Las Vegas,"May 29, 2016",UFC Fight Night: Almeida vs. Garbrandt,Heavyweight,2,Adam Milstead,def.,,Chris De La Rocha,,TKO (punches),Ultimate Fighting Championship,04:01,Mandalay Bay Events Center
"Inglewood, California","June 4, 2016",UFC 199: Rockhold vs. Bisping 2,Middleweight,1,Michael Bisping,def.,/wiki/Michael_Bisping,Luke Rockhold,/wiki/Luke_Rockhold,KO (punches),Ultimate Fighting Championship,03:36,The Forum
"Inglewood, California","June 4, 2016",UFC 199: Rockhold vs. Bisping 2,Bantamweight,5,Dominick Cruz,def.,/wiki/Dominick_Cruz,Urijah Faber,/wiki/Urijah_Faber,"Decision (unanimous) (50-45, 50-45, 49-46)",Ultimate Fighting Championship,05:00,The Forum
"Inglewood, California","June 4, 2016",UFC 199: Rockhold vs. Bisping 2,Featherweight,3,Max Holloway,def.,/wiki/Max_Holloway,Ricardo Lamas,/wiki/Ricardo_Lamas,"Decision (unanimous) (30-27, 30-27, 30-27)",Ultimate Fighting Championship,05:00,The Forum
"Inglewood, California","June 4, 2016",UFC 199: Rockhold vs. Bisping 2,Middleweight,2,Dan Henderson,def.,/wiki/Dan_Henderson,Hector Lombard,/wiki/Hector_Lombard,KO (head kick and elbows),Ultimate Fighting Championship,01:27,The Forum
"Inglewood, California","June 4, 2016",UFC 199: Rockhold vs. Bisping 2,Lightweight,1,Dustin Poirier,def.,/wiki/Dustin_Poirier,Bobby Green,/wiki/Bobby_Green_(fighter),KO (punches),Ultimate Fighting Championship,02:53,The Forum
"Inglewood, California","June 4, 2016",UFC 199: Rockhold vs. Bisping 2,Featherweight,3,Brian Ortega,def.,/wiki/Brian_Ortega,Clay Guida,/wiki/Clay_Guida,KO (knee),Ultimate Fighting Championship,04:40,The Forum
"Inglewood, California","June 4, 2016",UFC 199: Rockhold vs. Bisping 2,Lightweight,1,Beneil Dariush,def.,/wiki/Beneil_Dariush,James Vick,/wiki/James_Vick,KO (punch),Ultimate Fighting Championship,04:16,The Forum
"Inglewood, California","June 4, 2016",UFC 199: Rockhold vs. Bisping 2,Women's Strawweight,2,JÌ©ssica Andrade,def.,/wiki/J%C3%A9ssica_Andrade,Jessica Penne,/wiki/Jessica_Penne,TKO (punches),Ultimate Fighting Championship,02:56,The Forum
"Inglewood, California","June 4, 2016",UFC 199: Rockhold vs. Bisping 2,Featherweight,3,Alex Caceres,def.,/wiki/Alex_Caceres,Cole Miller,/wiki/Cole_Miller,"Decision (unanimous) (30-27, 29-28, 29-28)",Ultimate Fighting Championship,05:00,The Forum
"Inglewood, California","June 4, 2016",UFC 199: Rockhold vs. Bisping 2,Welterweight,3,Sean Strickland,def.,/wiki/Sean_Strickland,Tom Breese,/wiki/Tom_Breese,"Decision (split) (29-28, 28-29, 29-28)",Ultimate Fighting Championship,05:00,The Forum
"Inglewood, California","June 4, 2016",UFC 199: Rockhold vs. Bisping 2,Light Heavyweight,2,Henrique da Silva,def.,,Jonathan Wilson,,TKO (punches),Ultimate Fighting Championship,04:11,The Forum
"Inglewood, California","June 4, 2016",UFC 199: Rockhold vs. Bisping 2,Middleweight,3,Kevin Casey,vs.,/wiki/Kevin_Casey_(fighter),,,"Draw (split) (29-28, 28-29, 28-28)",Ultimate Fighting Championship,05:00,The Forum
"Inglewood, California","June 4, 2016",UFC 199: Rockhold vs. Bisping 2,Lightweight,3,Marco Polo Reyes,def.,,Dong Hyun Kim,,KO (punches),Ultimate Fighting Championship,01:52,The Forum
Ottawa,"June 18, 2016",UFC Fight Night: MacDonald vs. Thompson,Welterweight,5,Stephen Thompson,def.,/wiki/Stephen_Thompson_(fighter),Rory MacDonald,/wiki/Rory_MacDonald_(fighter),"Decision (unanimous) (50-45, 50-45, 48-47)",Ultimate Fighting Championship,05:00,TD Place Arena
Ottawa,"June 18, 2016",UFC Fight Night: MacDonald vs. Thompson,Welterweight,3,Donald Cerrone,def.,/wiki/Donald_Cerrone,Patrick CÌ«tÌ©,/wiki/Patrick_C%C3%B4t%C3%A9_(fighter),TKO (punches),Ultimate Fighting Championship,02:35,TD Place Arena
Ottawa,"June 18, 2016",UFC Fight Night: MacDonald vs. Thompson,Light Heavyweight,3,Steve BossÌ©,def.,/wiki/Steve_Boss%C3%A9,Sean O'Connell,/wiki/Sean_O%27Connell_(fighter),"Decision (unanimous) (29-28, 29-28, 29-27)",Ultimate Fighting Championship,05:00,TD Place Arena
Ottawa,"June 18, 2016",UFC Fight Night: MacDonald vs. Thompson,Lightweight,3,Olivier Aubin-Mercier,def.,/wiki/Olivier_Aubin-Mercier,,,Submission (rear-naked choke),Ultimate Fighting Championship,02:28,TD Place Arena
Ottawa,"June 18, 2016",UFC Fight Night: MacDonald vs. Thompson,Women's Flyweight,3,Joanne Calderwood,def.,/wiki/Joanne_Calderwood,ValÌ©rie LÌ©tourneau,/wiki/Val%C3%A9rie_L%C3%A9tourneau,TKO (body kick and punches),Ultimate Fighting Championship,02:51,TD Place Arena
Ottawa,"June 18, 2016",UFC Fight Night: MacDonald vs. Thompson,Lightweight,3,Jason Saggo,def.,/wiki/Jason_Saggo,Leandro Silva,/wiki/Leandro_Silva_(MMA),"Decision (split) (28-29, 29-28, 29-28)",Ultimate Fighting Championship,05:00,TD Place Arena
Ottawa,"June 18, 2016",UFC Fight Night: MacDonald vs. Thompson,Light Heavyweight,3,Misha Cirkunov,def.,/wiki/Misha_Cirkunov,Ion Cutelaba,/wiki/Ion_Cutelaba,Submission (arm-triangle choke),Ultimate Fighting Championship,01:22,TD Place Arena
Ottawa,"June 18, 2016",UFC Fight Night: MacDonald vs. Thompson,Middleweight,1,Krzysztof Jotko,def.,/wiki/Krzysztof_Jotko,Tamdan McCrory,/wiki/Tamdan_McCrory,KO (punch),Ultimate Fighting Championship,00:59,TD Place Arena
Ottawa,"June 18, 2016",UFC Fight Night: MacDonald vs. Thompson,Bantamweight,3,Joe Soto,def.,/wiki/Joe_Soto,Chris Beal,/wiki/Chris_Beal,Submission (rear-naked choke),Ultimate Fighting Championship,03:39,TD Place Arena
Ottawa,"June 18, 2016",UFC Fight Night: MacDonald vs. Thompson,Middleweight,3,Elias Theodorou,def.,/wiki/Elias_Theodorou,Sam Alvey,/wiki/Sam_Alvey,"Decision (unanimous) (29-28, 30-27, 30-27)",Ultimate Fighting Championship,05:00,TD Place Arena
Ottawa,"June 18, 2016",UFC Fight Night: MacDonald vs. Thompson,Women's Catchweight (117.5 lbs),3,Randa Markos,def.,/wiki/Randa_Markos,Jocelyn Jones-Lybarger,/wiki/Jocelyn_Jones-Lybarger,"Decision (unanimous) (30-27, 29-28, 29-28)",Ultimate Fighting Championship,05:00,TD Place Arena
Ottawa,"June 18, 2016",UFC Fight Night: MacDonald vs. Thompson,Welterweight,3,Colby Covington,def.,/wiki/Colby_Covington,,,Submission (rear-naked choke),Ultimate Fighting Championship,00:54,TD Place Arena
Ottawa,"June 18, 2016",UFC Fight Night: MacDonald vs. Thompson,Flyweight,3,Ali Bagautinov,def.,/wiki/Ali_Bagautinov,Geane Herrera,/wiki/Geane_Herrera,"Decision (unanimous) (30-27, 30-27, 30-27)",Ultimate Fighting Championship,05:00,TD Place Arena
Las Vegas,"JulyåÊ7,åÊ2016",UFC Fight Night: Dos Anjos vs. Alvarez,Lightweight,1,Eddie Alvarez,def.,/wiki/Eddie_Alvarez,Rafael dos Anjos,/wiki/Rafael_dos_Anjos,TKO (punches),Ultimate Fighting Championship,03:49,MGM Grand Garden Arena
Las Vegas,"JulyåÊ7,åÊ2016",UFC Fight Night: Dos Anjos vs. Alvarez,Heavyweight,3,Derrick Lewis,def.,/wiki/Derrick_Lewis_(fighter),Roy Nelson,/wiki/Roy_Nelson_(fighter),"Decision (split) (29-28, 28-29, 29-28)",Ultimate Fighting Championship,05:00,MGM Grand Garden Arena
Las Vegas,"JulyåÊ7,åÊ2016",UFC Fight Night: Dos Anjos vs. Alvarez,Welterweight,3,Alan Jouban,def.,/wiki/Alan_Jouban,Belal Muhammad,/wiki/Belal_Muhammad_(fighter),"Decision (unanimous) (28-27, 29-28, 29-27)",Ultimate Fighting Championship,05:00,MGM Grand Garden Arena
Las Vegas,"JulyåÊ7,åÊ2016",UFC Fight Night: Dos Anjos vs. Alvarez,Lightweight,1,Joseph Duffy,def.,/wiki/Joseph_Duffy_(fighter),Mitch Clarke,/wiki/Mitch_Clarke,Submission (rear-naked choke),Ultimate Fighting Championship,00:25,MGM Grand Garden Arena
Las Vegas,"JulyåÊ7,åÊ2016",UFC Fight Night: Dos Anjos vs. Alvarez,Welterweight,2,Alberto Mina,def.,/wiki/Alberto_Mina,Mike Pyle,/wiki/Mike_Pyle_(fighter),KO (flying knee and punches),Ultimate Fighting Championship,01:17,MGM Grand Garden Arena
Las Vegas,"JulyåÊ7,åÊ2016",UFC Fight Night: Dos Anjos vs. Alvarez,Lightweight,3,John Makdessi,def.,/wiki/John_Makdessi,Mehdi Baghdad,/wiki/Mehdi_Baghdad,"Decision (split) (28-29, 29-28, 29-28)",Ultimate Fighting Championship,05:00,MGM Grand Garden Arena
Las Vegas,"JulyåÊ7,åÊ2016",UFC Fight Night: Dos Anjos vs. Alvarez,Bantamweight,3,Anthony Birchak,def.,/wiki/Anthony_Birchak,,,"Decision (split) (27-30, 29-28, 29-28)",Ultimate Fighting Championship,05:00,MGM Grand Garden Arena
Las Vegas,"JulyåÊ7,åÊ2016",UFC Fight Night: Dos Anjos vs. Alvarez,Bantamweight,1,Pedro Munhoz,def.,/wiki/Pedro_Munhoz,Russell Doane,/wiki/Russell_Doane,Submission (guillotine choke),Ultimate Fighting Championship,02:08,MGM Grand Garden Arena
Las Vegas,"JulyåÊ7,åÊ2016",UFC Fight Night: Dos Anjos vs. Alvarez,Bantamweight,2,Felipe Arantes,def.,/wiki/Felipe_Arantes,Jerrod Sanders,/wiki/Jerrod_Sanders,Submission (armbar),Ultimate Fighting Championship,01:39,MGM Grand Garden Arena
Las Vegas,"JulyåÊ7,åÊ2016",UFC Fight Night: Dos Anjos vs. Alvarez,Lightweight,1,Gilbert Burns,def.,/wiki/Gilbert_Burns_(fighter),,,Submission (armbar),Ultimate Fighting Championship,04:57,MGM Grand Garden Arena
Las Vegas,"JulyåÊ7,åÊ2016",UFC Fight Night: Dos Anjos vs. Alvarez,Bantamweight,2,Marco BeltrÌÁn,def.,/wiki/Marco_Beltr%C3%A1n,,,Submission (rear-naked choke),Ultimate Fighting Championship,03:04,MGM Grand Garden Arena
Las Vegas,"JulyåÊ7,åÊ2016",UFC Fight Night: Dos Anjos vs. Alvarez,Welterweight,2,Vicente Luque,def.,/wiki/Vicente_Luque,,,Submission (D'Arce choke),Ultimate Fighting Championship,03:52,MGM Grand Garden Arena
"Las Vegas, Nevada","July 8, 2016",The Ultimate Fighter: Team Joanna vs. Team ClÌÁudia Finale,Women's Strawweight,5,Joanna J€ªdrzejczyk,def.,/wiki/Joanna_J%C4%99drzejczyk,ClÌÁudia Gadelha,/wiki/Cl%C3%A1udia_Gadelha,"Decision (unanimous) (48-46, 48-45, 48-46)",Ultimate Fighting Championship,05:00,MGM Grand Garden Arena
"Las Vegas, Nevada","July 8, 2016",The Ultimate Fighter: Team Joanna vs. Team ClÌÁudia Finale,Light Heavyweight,3,Andrew Sanchez,def.,/wiki/Andrew_Sanchez,,,"Decision (unanimous) (30-25, 30-25, 30-26)",Ultimate Fighting Championship,05:00,MGM Grand Garden Arena
"Las Vegas, Nevada","July 8, 2016",The Ultimate Fighter: Team Joanna vs. Team ClÌÁudia Finale,Women's Strawweight,1,Tatiana Suarez,def.,/wiki/Tatiana_Suarez,Amanda Cooper,/wiki/Amanda_Cooper,Submission (D'Arce choke),Ultimate Fighting Championship,03:43,MGM Grand Garden Arena
"Las Vegas, Nevada","July 8, 2016",The Ultimate Fighter: Team Joanna vs. Team ClÌÁudia Finale,Lightweight,3,Will Brooks,def.,/wiki/Will_Brooks,Ross Pearson,/wiki/Ross_Pearson,"Decision (unanimous) (29-28, 29-28, 29-28)",Ultimate Fighting Championship,05:00,MGM Grand Garden Arena
"Las Vegas, Nevada","July 8, 2016",The Ultimate Fighter: Team Joanna vs. Team ClÌÁudia Finale,Featherweight,1,Doo Ho Choi,def.,/wiki/Doo_Ho_Choi,Thiago Tavares,/wiki/Thiago_Tavares,KO (punches),Ultimate Fighting Championship,02:42,MGM Grand Garden Arena
"Las Vegas, Nevada","July 8, 2016",The Ultimate Fighter: Team Joanna vs. Team ClÌÁudia Finale,Lightweight,1,Joaquim Silva,def.,/wiki/Joaquim_Silva_(fighter),,,KO (punches),Ultimate Fighting Championship,00:34,MGM Grand Garden Arena
"Las Vegas, Nevada","July 8, 2016",The Ultimate Fighter: Team Joanna vs. Team ClÌÁudia Finale,Featherweight,3,Gray Maynard,def.,/wiki/Gray_Maynard,,,"Decision (unanimous) (30-27, 30-27, 30-27)",Ultimate Fighting Championship,05:00,MGM Grand Garden Arena
"Las Vegas, Nevada","July 8, 2016",The Ultimate Fighter: Team Joanna vs. Team ClÌÁudia Finale,Flyweight,3,Matheus Nicolau,def.,/wiki/Matheus_Nicolau,John Moraga,/wiki/John_Moraga,"Decision (split) (29-28, 28-29, 29-28)",Ultimate Fighting Championship,05:00,MGM Grand Garden Arena
"Las Vegas, Nevada","July 8, 2016",The Ultimate Fighter: Team Joanna vs. Team ClÌÁudia Finale,Light Heavyweight,3,Josh Stansbury,def.,,Cory Hendricks,,"Decision (majority) (29-27, 29-27, 28-28)",Ultimate Fighting Championship,05:00,MGM Grand Garden Arena
"Las Vegas, Nevada","July 8, 2016",The Ultimate Fighter: Team Joanna vs. Team ClÌÁudia Finale,Middleweight,3,Cezar Ferreira,def.,/wiki/Cezar_Ferreira,Anthony Smith,/wiki/Anthony_Smith_(fighter),"Decision (unanimous) (29-28, 29-28, 29-28)",Ultimate Fighting Championship,05:00,MGM Grand Garden Arena
"Las Vegas, Nevada","July 8, 2016",The Ultimate Fighter: Team Joanna vs. Team ClÌÁudia Finale,Lightweight,1,Kevin Lee,def.,/wiki/Kevin_Lee_(fighter),Jake Matthews,/wiki/Jake_Matthews_(fighter),TKO (punches),Ultimate Fighting Championship,04:06,MGM Grand Garden Arena
"Las Vegas, Nevada","July 8, 2016",The Ultimate Fighter: Team Joanna vs. Team ClÌÁudia Finale,Welterweight,1,Li Jingliang,def.,/wiki/Li_Jingliang,Anton Zafir,/wiki/Anton_Zafir,KO (punches),Ultimate Fighting Championship,02:46,MGM Grand Garden Arena
"Las Vegas, Nevada","JulyåÊ9,åÊ2016",UFC 200: Tate vs. Nunes,Women's Bantamweight,1,Amanda Nunes,def.,/wiki/Amanda_Nunes,Miesha Tate,/wiki/Miesha_Tate,Submission (rear-naked choke),Ultimate Fighting Championship,03:16,T-Mobile Arena
"Las Vegas, Nevada","JulyåÊ9,åÊ2016",UFC 200: Tate vs. Nunes,Heavyweight,3,Brock Lesnar,def,/wiki/Brock_Lesnar,Mark Hunt,/wiki/Mark_Hunt,Decision (unanimous),Ultimate Fighting Championship,05:00,T-Mobile Arena
"Las Vegas, Nevada","JulyåÊ9,åÊ2016",UFC 200: Tate vs. Nunes,Light Heavyweight,3,Daniel Cormier,def.,/wiki/Daniel_Cormier,Anderson Silva,/wiki/Anderson_Silva,"Decision (unanimous) (30-26, 30-26, 30-26)",Ultimate Fighting Championship,05:00,T-Mobile Arena
"Las Vegas, Nevada","JulyåÊ9,åÊ2016",UFC 200: Tate vs. Nunes,Featherweight,5,JosÌ© Aldo,def.,/wiki/Jos%C3%A9_Aldo,Frankie Edgar,/wiki/Frankie_Edgar,"Decision (unanimous) (49-46, 49-46, 48-47)",Ultimate Fighting Championship,05:00,T-Mobile Arena
"Las Vegas, Nevada","JulyåÊ9,åÊ2016",UFC 200: Tate vs. Nunes,Heavyweight,1,Cain Velasquez,def.,/wiki/Cain_Velasquez,Travis Browne,/wiki/Travis_Browne,TKO (punches),Ultimate Fighting Championship,04:57,T-Mobile Arena
"Las Vegas, Nevada","JulyåÊ9,åÊ2016",UFC 200: Tate vs. Nunes,Women's Bantamweight,3,Julianna PeÌ±a,def.,/wiki/Julianna_Pe%C3%B1a,Cat Zingano,/wiki/Cat_Zingano,"Decision (unanimous) (29-28, 29-28, 29-28)",Ultimate Fighting Championship,05:00,T-Mobile Arena
"Las Vegas, Nevada","JulyåÊ9,åÊ2016",UFC 200: Tate vs. Nunes,Catchweight (171.25 lbs),3,Kelvin Gastelum,def.,/wiki/Kelvin_Gastelum,Johny Hendricks,/wiki/Johny_Hendricks,"Decision (unanimous) (29-28, 30-27, 30-27)",Ultimate Fighting Championship,05:00,T-Mobile Arena
"Las Vegas, Nevada","JulyåÊ9,åÊ2016",UFC 200: Tate vs. Nunes,Bantamweight,3,T.J. Dillashaw,def.,/wiki/T.J._Dillashaw,Raphael AssunÌ¤Ì£o,/wiki/Raphael_Assun%C3%A7%C3%A3o,"Decision (unanimous) (30-27, 30-27, 30-27)",Ultimate Fighting Championship,05:00,T-Mobile Arena
"Las Vegas, Nevada","JulyåÊ9,åÊ2016",UFC 200: Tate vs. Nunes,Lightweight,3,Sage Northcutt,def.,/wiki/Sage_Northcutt,Enrique MarÌ_n,/wiki/Enrique_Mar%C3%ADn,"Decision (unanimous) (29-28, 29-28, 29-28)",Ultimate Fighting Championship,05:00,T-Mobile Arena
"Las Vegas, Nevada","JulyåÊ9,åÊ2016",UFC 200: Tate vs. Nunes,Lightweight,1,Joe Lauzon,def.,/wiki/Joe_Lauzon,Diego Sanchez,/wiki/Diego_Sanchez,TKO (punches),Ultimate Fighting Championship,01:26,T-Mobile Arena
"Las Vegas, Nevada","JulyåÊ9,åÊ2016",UFC 200: Tate vs. Nunes,Middleweight,1,Gegard Mousasi,def.,/wiki/Gegard_Mousasi,Thiago Santos,/wiki/Thiago_Santos_(middleweight_fighter),TKO (punches),Ultimate Fighting Championship,04:32,T-Mobile Arena
"Las Vegas, Nevada","JulyåÊ9,åÊ2016",UFC 200: Tate vs. Nunes,Lightweight,1,Jim Miller,def.,/wiki/Jim_Miller_(fighter),Takanori Gomi,/wiki/Takanori_Gomi,TKO (punches),Ultimate Fighting Championship,02:18,T-Mobile Arena
"Sioux Falls, South Dakota","JulyåÊ13,åÊ2016",UFC Fight Night: McDonald vs. Lineker,Bantamweight,1,John Lineker,def.,/wiki/John_Lineker,Michael McDonald,/wiki/Michael_McDonald_(fighter),KO (punches),Ultimate Fighting Championship,02:43,Denny Sanford Premier Center
"Sioux Falls, South Dakota","JulyåÊ13,åÊ2016",UFC Fight Night: McDonald vs. Lineker,Lightweight,2,Tony Ferguson,def.,/wiki/Tony_Ferguson,Lando Vannata,/wiki/Lando_Vannata,Submission (D'Arce choke),Ultimate Fighting Championship,02:22,Denny Sanford Premier Center
"Sioux Falls, South Dakota","JulyåÊ13,åÊ2016",UFC Fight Night: McDonald vs. Lineker,Middleweight,2,Tim Boetsch,def.,/wiki/Tim_Boetsch,Josh Samman,/wiki/Josh_Samman,TKO (punches),Ultimate Fighting Championship,03:49,Denny Sanford Premier Center
"Sioux Falls, South Dakota","JulyåÊ13,åÊ2016",UFC Fight Night: McDonald vs. Lineker,Heavyweight,3,Daniel Omielaãczuk,def.,/wiki/Daniel_Omiela%C5%84czuk,Oleksiy Oliynyk,/wiki/Oleksiy_Oliynyk,"Decision (majority) (28-28, 29-28, 29-28)",Ultimate Fighting Championship,05:00,Denny Sanford Premier Center
"Sioux Falls, South Dakota","JulyåÊ13,åÊ2016",UFC Fight Night: McDonald vs. Lineker,Welterweight,2,Keita Nakamura,def.,/wiki/Keita_Nakamura,Kyle Noke,/wiki/Kyle_Noke,Submission (rear-naked choke),Ultimate Fighting Championship,04:59,Denny Sanford Premier Center
"Sioux Falls, South Dakota","JulyåÊ13,åÊ2016",UFC Fight Night: McDonald vs. Lineker,Flyweight,2,Louis Smolka,def.,/wiki/Louis_Smolka,Ben Nguyen,/wiki/Ben_Nguyen,TKO (punches and elbows),Ultimate Fighting Championship,04:41,Denny Sanford Premier Center
"Sioux Falls, South Dakota","JulyåÊ13,åÊ2016",UFC Fight Night: McDonald vs. Lineker,Women's Bantamweight,3,Katlyn Chookagian,def.,,,/wiki/Lauren_Murphy,"Decision (unanimous) (29-28, 29-28, 29-28)",Ultimate Fighting Championship,05:00,Denny Sanford Premier Center
"Sioux Falls, South Dakota","JulyåÊ13,åÊ2016",UFC Fight Night: McDonald vs. Lineker,Middleweight,1,Sam Alvey,def.,/wiki/Sam_Alvey,,,Submission (guillotine choke),Ultimate Fighting Championship,02:43,Denny Sanford Premier Center
"Sioux Falls, South Dakota","JulyåÊ13,åÊ2016",UFC Fight Night: McDonald vs. Lineker,Women's Strawweight,1,Cortney Casey,def.,/wiki/Cortney_Casey,,,TKO (elbows),Ultimate Fighting Championship,02:36,Denny Sanford Premier Center
"Sioux Falls, South Dakota","JulyåÊ13,åÊ2016",UFC Fight Night: McDonald vs. Lineker,Lightweight,3,Scott Holtzman,def.,/wiki/Scott_Holtzman,Cody Pfister,/wiki/Cody_Pfister,"Decision (unanimous) (30-27, 30-27, 29-28)",Ultimate Fighting Championship,05:00,Denny Sanford Premier Center
